query_text,item_description,label
yoga mat,compact silicone yoga mat with LED dimmer,1
yoga mat,foldable mesh water bottle with quick-dry lining,0
laptop stand,compact plastic laptop stand with double-wall insulation,1
laptop stand,red ceramic hiking boots with non-slip grip,0
bluetooth speaker,black silicone bluetooth speaker with arch support,1
bluetooth speaker,foldable ceramic desk lamp with double-wall insulation,0
running shoes,sleek aluminum running shoes with double-wall insulation,1
running shoes,sleek silicone wireless headphones with spill-proof lid,0
yoga mat,foldable ceramic yoga mat with double-wall insulation,1
yoga mat,compact bamboo desk lamp with shock absorption,0
wireless headphones,green stainless steel wireless headphones with non-slip grip,1
wireless headphones,red mesh desk lamp with quick-dry lining,0
laptop stand,white mesh laptop stand with adjustable height,1
laptop stand,green aluminum phone case with arch support,0
coffee mug,ergonomic plastic coffee mug with foldable design,1
coffee mug,blue leather phone case with quick-dry lining,0
bluetooth speaker,foldable leather bluetooth speaker with adjustable height,1
bluetooth speaker,sleek silicone wireless headphones with spill-proof lid,0
bluetooth speaker,blue leather bluetooth speaker with magnetic closure,1
bluetooth speaker,foldable ceramic yoga mat with double-wall insulation,0
running shoes,wireless mesh running shoes with LED dimmer,1
running shoes,black aluminum desk lamp with non-slip grip,0
wireless headphones,ergonomic mesh wireless headphones with adjustable height,1
wireless headphones,lightweight ceramic laptop stand with double-wall insulation,0
laptop stand,foldable stainless steel laptop stand with shock absorption,1
laptop stand,wireless mesh running shoes with LED dimmer,0
bluetooth speaker,wireless aluminum bluetooth speaker with non-slip grip,1
bluetooth speaker,sleek bamboo yoga mat with noise cancelling,0
phone case,wireless silicone phone case with USB-C charging,1
phone case,ergonomic silicone water bottle with non-slip grip,0
desk lamp,white silicone desk lamp with noise cancelling,1
desk lamp,wireless aluminum bluetooth speaker with non-slip grip,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,black stainless steel desk lamp with LED dimmer,0
wireless headphones,sleek silicone wireless headphones with spill-proof lid,1
wireless headphones,wireless leather desk lamp with USB-C charging,0
desk lamp,green plastic desk lamp with USB-C charging,1
desk lamp,portable leather coffee mug with LED dimmer,0
coffee mug,green ceramic coffee mug with double-wall insulation,1
coffee mug,wireless mesh phone case with LED dimmer,0
hiking boots,white silicone hiking boots with foldable design,1
hiking boots,portable leather coffee mug with LED dimmer,0
running shoes,wireless ceramic running shoes with noise cancelling,1
running shoes,foldable leather bluetooth speaker with adjustable height,0
water bottle,blue ceramic water bottle with foldable design,1
water bottle,ergonomic leather bluetooth speaker with quick-dry lining,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,black stainless steel desk lamp with LED dimmer,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,white mesh yoga mat with shock absorption,0
yoga mat,sleek bamboo yoga mat with noise cancelling,1
yoga mat,compact bamboo phone case with adjustable height,0
coffee mug,ergonomic silicone coffee mug with shock absorption,1
coffee mug,portable mesh yoga mat with non-slip grip,0
phone case,red leather phone case with non-slip grip,1
phone case,portable silicone water bottle with magnetic closure,0
water bottle,foldable silicone water bottle with adjustable height,1
water bottle,foldable ceramic running shoes with adjustable height,0
water bottle,foldable silicone water bottle with adjustable height,1
water bottle,blue bamboo desk lamp with noise cancelling,0
hiking boots,white silicone hiking boots with foldable design,1
hiking boots,sleek mesh bluetooth speaker with quick-dry lining,0
water bottle,lightweight leather water bottle with noise cancelling,1
water bottle,wireless aluminum phone case with LED dimmer,0
water bottle,portable silicone water bottle with magnetic closure,1
water bottle,red bamboo wireless headphones with adjustable height,0
bluetooth speaker,foldable ceramic bluetooth speaker with LED dimmer,1
bluetooth speaker,compact stainless steel hiking boots with magnetic closure,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,compact mesh wireless headphones with shock absorption,0
water bottle,wireless silicone water bottle with non-slip grip,1
water bottle,red stainless steel phone case with quick-dry lining,0
running shoes,sleek aluminum running shoes with noise cancelling,1
running shoes,wireless plastic hiking boots with non-slip grip,0
water bottle,blue silicone water bottle with spill-proof lid,1
water bottle,lightweight leather coffee mug with foldable design,0
coffee mug,lightweight aluminum coffee mug with adjustable height,1
coffee mug,wireless leather wireless headphones with spill-proof lid,0
hiking boots,wireless aluminum hiking boots with non-slip grip,1
hiking boots,portable stainless steel wireless headphones with shock absorption,0
running shoes,sleek aluminum running shoes with noise cancelling,1
running shoes,portable plastic bluetooth speaker with magnetic closure,0
hiking boots,portable bamboo hiking boots with foldable design,1
hiking boots,ergonomic leather bluetooth speaker with quick-dry lining,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,black bamboo coffee mug with noise cancelling,0
wireless headphones,blue aluminum wireless headphones with non-slip grip,1
wireless headphones,white bamboo desk lamp with USB-C charging,0
water bottle,foldable mesh water bottle with non-slip grip,1
water bottle,lightweight ceramic yoga mat with noise cancelling,0
phone case,wireless silicone phone case with USB-C charging,1
phone case,sleek leather water bottle with magnetic closure,0
wireless headphones,ergonomic mesh wireless headphones with adjustable height,1
wireless headphones,ergonomic aluminum laptop stand with spill-proof lid,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,red ceramic water bottle with USB-C charging,0
bluetooth speaker,sleek mesh bluetooth speaker with adjustable height,1
bluetooth speaker,blue silicone wireless headphones with USB-C charging,0
bluetooth speaker,lightweight stainless steel bluetooth speaker with LED dimmer,1
bluetooth speaker,white stainless steel water bottle with non-slip grip,0
hiking boots,white silicone hiking boots with foldable design,1
hiking boots,green silicone bluetooth speaker with USB-C charging,0
water bottle,sleek aluminum water bottle with non-slip grip,1
water bottle,red leather phone case with non-slip grip,0
wireless headphones,ergonomic mesh wireless headphones with adjustable height,1
wireless headphones,ergonomic silicone coffee mug with shock absorption,0
running shoes,compact ceramic running shoes with magnetic closure,1
running shoes,black mesh bluetooth speaker with non-slip grip,0
coffee mug,green ceramic coffee mug with double-wall insulation,1
coffee mug,black aluminum laptop stand with shock absorption,0
bluetooth speaker,compact ceramic bluetooth speaker with magnetic closure,1
bluetooth speaker,black silicone yoga mat with magnetic closure,0
running shoes,sleek aluminum running shoes with double-wall insulation,1
running shoes,lightweight ceramic laptop stand with double-wall insulation,0
hiking boots,compact stainless steel hiking boots with magnetic closure,1
hiking boots,blue bamboo desk lamp with noise cancelling,0
bluetooth speaker,ergonomic silicone bluetooth speaker with foldable design,1
bluetooth speaker,black mesh wireless headphones with quick-dry lining,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,compact silicone yoga mat with LED dimmer,0
hiking boots,wireless plastic hiking boots with non-slip grip,1
hiking boots,red stainless steel phone case with quick-dry lining,0
running shoes,black silicone running shoes with LED dimmer,1
running shoes,portable silicone water bottle with magnetic closure,0
phone case,blue leather phone case with quick-dry lining,1
phone case,ergonomic mesh wireless headphones with adjustable height,0
wireless headphones,black mesh wireless headphones with quick-dry lining,1
wireless headphones,foldable leather bluetooth speaker with adjustable height,0
bluetooth speaker,insulated ceramic bluetooth speaker with double-wall insulation,1
bluetooth speaker,black bamboo coffee mug with arch support,0
phone case,insulated leather phone case with spill-proof lid,1
phone case,insulated bamboo coffee mug with USB-C charging,0
running shoes,wireless silicone running shoes with adjustable height,1
running shoes,green bamboo water bottle with spill-proof lid,0
desk lamp,portable bamboo desk lamp with double-wall insulation,1
desk lamp,red bamboo hiking boots with arch support,0
coffee mug,lightweight aluminum coffee mug with adjustable height,1
coffee mug,ergonomic silicone water bottle with non-slip grip,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,green stainless steel running shoes with spill-proof lid,0
yoga mat,white mesh yoga mat with shock absorption,1
yoga mat,foldable ceramic desk lamp with double-wall insulation,0
yoga mat,sleek bamboo yoga mat with noise cancelling,1
yoga mat,wireless mesh running shoes with LED dimmer,0
running shoes,black silicone running shoes with LED dimmer,1
running shoes,sleek aluminum water bottle with non-slip grip,0
wireless headphones,black leather wireless headphones with quick-dry lining,1
wireless headphones,lightweight ceramic yoga mat with noise cancelling,0
running shoes,wireless mesh running shoes with LED dimmer,1
running shoes,blue ceramic phone case with adjustable height,0
hiking boots,blue silicone hiking boots with LED dimmer,1
hiking boots,foldable stainless steel laptop stand with shock absorption,0
wireless headphones,blue aluminum wireless headphones with non-slip grip,1
wireless headphones,white silicone hiking boots with foldable design,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,portable plastic running shoes with spill-proof lid,0
water bottle,portable silicone water bottle with magnetic closure,1
water bottle,wireless ceramic running shoes with noise cancelling,0
phone case,black bamboo phone case with magnetic closure,1
phone case,green silicone bluetooth speaker with USB-C charging,0
hiking boots,wireless plastic hiking boots with non-slip grip,1
hiking boots,ergonomic aluminum laptop stand with spill-proof lid,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,green ceramic coffee mug with double-wall insulation,0
yoga mat,lightweight ceramic yoga mat with noise cancelling,1
yoga mat,white silicone desk lamp with noise cancelling,0
wireless headphones,ergonomic plastic wireless headphones with LED dimmer,1
wireless headphones,foldable ceramic desk lamp with double-wall insulation,0
phone case,blue ceramic phone case with adjustable height,1
phone case,compact ceramic bluetooth speaker with magnetic closure,0
hiking boots,red bamboo hiking boots with arch support,1
hiking boots,lightweight aluminum water bottle with non-slip grip,0
phone case,blue leather phone case with quick-dry lining,1
phone case,black silicone bluetooth speaker with arch support,0
phone case,black bamboo phone case with magnetic closure,1
phone case,compact ceramic bluetooth speaker with magnetic closure,0
wireless headphones,white leather wireless headphones with USB-C charging,1
wireless headphones,green silicone bluetooth speaker with USB-C charging,0
water bottle,blue ceramic water bottle with foldable design,1
water bottle,foldable plastic yoga mat with noise cancelling,0
phone case,insulated leather phone case with spill-proof lid,1
phone case,blue silicone hiking boots with LED dimmer,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,red ceramic yoga mat with non-slip grip,0
wireless headphones,wireless leather wireless headphones with spill-proof lid,1
wireless headphones,wireless leather desk lamp with USB-C charging,0
desk lamp,sleek aluminum desk lamp with shock absorption,1
desk lamp,foldable aluminum laptop stand with magnetic closure,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,green silicone bluetooth speaker with USB-C charging,0
bluetooth speaker,foldable leather bluetooth speaker with adjustable height,1
bluetooth speaker,foldable mesh water bottle with quick-dry lining,0
water bottle,blue ceramic water bottle with foldable design,1
water bottle,green aluminum hiking boots with USB-C charging,0
laptop stand,insulated silicone laptop stand with adjustable height,1
laptop stand,foldable plastic yoga mat with noise cancelling,0
phone case,blue leather phone case with quick-dry lining,1
phone case,wireless plastic hiking boots with foldable design,0
laptop stand,ergonomic stainless steel laptop stand with non-slip grip,1
laptop stand,red ceramic hiking boots with non-slip grip,0
desk lamp,portable bamboo desk lamp with double-wall insulation,1
desk lamp,sleek mesh bluetooth speaker with adjustable height,0
desk lamp,black aluminum desk lamp with non-slip grip,1
desk lamp,black plastic laptop stand with adjustable height,0
desk lamp,white bamboo desk lamp with USB-C charging,1
desk lamp,wireless silicone water bottle with non-slip grip,0
yoga mat,lightweight ceramic yoga mat with noise cancelling,1
yoga mat,green stainless steel wireless headphones with non-slip grip,0
wireless headphones,black leather wireless headphones with quick-dry lining,1
wireless headphones,sleek aluminum yoga mat with adjustable height,0
yoga mat,compact leather yoga mat with foldable design,1
yoga mat,insulated leather phone case with spill-proof lid,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,portable mesh running shoes with quick-dry lining,0
laptop stand,insulated silicone laptop stand with adjustable height,1
laptop stand,ergonomic leather bluetooth speaker with quick-dry lining,0
phone case,green aluminum phone case with arch support,1
phone case,sleek mesh yoga mat with LED dimmer,0
water bottle,sleek leather water bottle with magnetic closure,1
water bottle,sleek mesh bluetooth speaker with quick-dry lining,0
desk lamp,green plastic desk lamp with USB-C charging,1
desk lamp,wireless mesh running shoes with LED dimmer,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,portable mesh running shoes with quick-dry lining,0
water bottle,portable silicone water bottle with magnetic closure,1
water bottle,ergonomic stainless steel phone case with non-slip grip,0
desk lamp,compact bamboo desk lamp with shock absorption,1
desk lamp,insulated ceramic bluetooth speaker with double-wall insulation,0
coffee mug,red plastic coffee mug with magnetic closure,1
coffee mug,wireless plastic hiking boots with foldable design,0
bluetooth speaker,compact ceramic bluetooth speaker with magnetic closure,1
bluetooth speaker,foldable silicone water bottle with adjustable height,0
desk lamp,compact bamboo desk lamp with shock absorption,1
desk lamp,black aluminum laptop stand with shock absorption,0
running shoes,ergonomic leather running shoes with magnetic closure,1
running shoes,compact bamboo phone case with adjustable height,0
running shoes,white silicone running shoes with foldable design,1
running shoes,foldable mesh water bottle with foldable design,0
coffee mug,ergonomic silicone coffee mug with LED dimmer,1
coffee mug,compact mesh wireless headphones with shock absorption,0
wireless headphones,ergonomic mesh wireless headphones with adjustable height,1
wireless headphones,green bamboo running shoes with non-slip grip,0
bluetooth speaker,ergonomic mesh bluetooth speaker with noise cancelling,1
bluetooth speaker,compact silicone yoga mat with LED dimmer,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,sleek aluminum desk lamp with shock absorption,0
wireless headphones,blue silicone wireless headphones with USB-C charging,1
wireless headphones,insulated stainless steel phone case with arch support,0
running shoes,white mesh running shoes with spill-proof lid,1
running shoes,white silicone hiking boots with foldable design,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,blue leather phone case with USB-C charging,0
bluetooth speaker,white leather bluetooth speaker with LED dimmer,1
bluetooth speaker,green silicone phone case with USB-C charging,0
hiking boots,blue bamboo hiking boots with LED dimmer,1
hiking boots,wireless silicone running shoes with adjustable height,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,ergonomic stainless steel laptop stand with non-slip grip,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,portable mesh yoga mat with non-slip grip,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,blue ceramic phone case with adjustable height,0
hiking boots,blue bamboo hiking boots with LED dimmer,1
hiking boots,green stainless steel wireless headphones with non-slip grip,0
coffee mug,green plastic coffee mug with LED dimmer,1
coffee mug,sleek bamboo yoga mat with noise cancelling,0
laptop stand,lightweight ceramic laptop stand with double-wall insulation,1
laptop stand,sleek aluminum desk lamp with shock absorption,0
coffee mug,lightweight leather coffee mug with foldable design,1
coffee mug,wireless aluminum bluetooth speaker with non-slip grip,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,blue bamboo hiking boots with foldable design,0
water bottle,wireless stainless steel water bottle with USB-C charging,1
water bottle,compact leather yoga mat with foldable design,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,red aluminum hiking boots with foldable design,0
phone case,ergonomic aluminum phone case with USB-C charging,1
phone case,lightweight leather laptop stand with shock absorption,0
desk lamp,insulated leather desk lamp with adjustable height,1
desk lamp,wireless leather wireless headphones with spill-proof lid,0
phone case,insulated leather phone case with spill-proof lid,1
phone case,foldable stainless steel laptop stand with shock absorption,0
water bottle,blue stainless steel water bottle with magnetic closure,1
water bottle,blue silicone wireless headphones with double-wall insulation,0
wireless headphones,blue aluminum wireless headphones with non-slip grip,1
wireless headphones,portable bamboo hiking boots with foldable design,0
phone case,ergonomic aluminum phone case with USB-C charging,1
phone case,wireless ceramic running shoes with noise cancelling,0
wireless headphones,compact mesh wireless headphones with shock absorption,1
wireless headphones,blue silicone hiking boots with LED dimmer,0
desk lamp,black aluminum desk lamp with non-slip grip,1
desk lamp,white mesh laptop stand with adjustable height,0
phone case,blue leather phone case with USB-C charging,1
phone case,red mesh desk lamp with quick-dry lining,0
running shoes,foldable ceramic running shoes with adjustable height,1
running shoes,ergonomic silicone water bottle with non-slip grip,0
desk lamp,compact bamboo desk lamp with shock absorption,1
desk lamp,compact plastic laptop stand with double-wall insulation,0
running shoes,foldable ceramic running shoes with adjustable height,1
running shoes,insulated stainless steel yoga mat with magnetic closure,0
wireless headphones,blue silicone wireless headphones with USB-C charging,1
wireless headphones,portable plastic desk lamp with double-wall insulation,0
yoga mat,black silicone yoga mat with magnetic closure,1
yoga mat,green ceramic water bottle with magnetic closure,0
phone case,ergonomic aluminum phone case with USB-C charging,1
phone case,sleek aluminum desk lamp with shock absorption,0
desk lamp,blue bamboo desk lamp with noise cancelling,1
desk lamp,blue silicone wireless headphones with USB-C charging,0
water bottle,lightweight aluminum water bottle with LED dimmer,1
water bottle,white mesh phone case with LED dimmer,0
wireless headphones,blue silicone wireless headphones with double-wall insulation,1
wireless headphones,black leather bluetooth speaker with double-wall insulation,0
wireless headphones,ergonomic mesh wireless headphones with adjustable height,1
wireless headphones,portable plastic desk lamp with double-wall insulation,0
bluetooth speaker,insulated stainless steel bluetooth speaker with foldable design,1
bluetooth speaker,sleek leather water bottle with magnetic closure,0
desk lamp,wireless stainless steel desk lamp with USB-C charging,1
desk lamp,sleek mesh yoga mat with LED dimmer,0
hiking boots,green aluminum hiking boots with USB-C charging,1
hiking boots,lightweight leather coffee mug with foldable design,0
water bottle,lightweight leather water bottle with noise cancelling,1
water bottle,black bamboo phone case with foldable design,0
desk lamp,white silicone desk lamp with noise cancelling,1
desk lamp,portable bamboo hiking boots with foldable design,0
laptop stand,white mesh laptop stand with adjustable height,1
laptop stand,wireless leather wireless headphones with spill-proof lid,0
laptop stand,ergonomic aluminum laptop stand with spill-proof lid,1
laptop stand,foldable plastic bluetooth speaker with USB-C charging,0
wireless headphones,black leather wireless headphones with quick-dry lining,1
wireless headphones,insulated stainless steel bluetooth speaker with foldable design,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,foldable ceramic bluetooth speaker with LED dimmer,0
coffee mug,ergonomic plastic coffee mug with foldable design,1
coffee mug,white mesh yoga mat with shock absorption,0
hiking boots,portable bamboo hiking boots with foldable design,1
hiking boots,black mesh yoga mat with shock absorption,0
laptop stand,green plastic laptop stand with noise cancelling,1
laptop stand,wireless silicone running shoes with adjustable height,0
desk lamp,blue bamboo desk lamp with noise cancelling,1
desk lamp,portable plastic bluetooth speaker with magnetic closure,0
yoga mat,white mesh yoga mat with shock absorption,1
yoga mat,blue aluminum coffee mug with arch support,0
running shoes,white mesh running shoes with spill-proof lid,1
running shoes,green silicone bluetooth speaker with USB-C charging,0
coffee mug,blue aluminum coffee mug with arch support,1
coffee mug,portable stainless steel wireless headphones with shock absorption,0
coffee mug,black bamboo coffee mug with noise cancelling,1
coffee mug,foldable mesh water bottle with foldable design,0
phone case,ergonomic stainless steel phone case with quick-dry lining,1
phone case,portable stainless steel wireless headphones with shock absorption,0
phone case,white mesh phone case with LED dimmer,1
phone case,blue silicone water bottle with spill-proof lid,0
bluetooth speaker,foldable plastic bluetooth speaker with USB-C charging,1
bluetooth speaker,black stainless steel desk lamp with LED dimmer,0
yoga mat,sleek aluminum yoga mat with adjustable height,1
yoga mat,blue stainless steel water bottle with magnetic closure,0
desk lamp,blue bamboo desk lamp with noise cancelling,1
desk lamp,insulated ceramic water bottle with shock absorption,0
phone case,green leather phone case with LED dimmer,1
phone case,white bamboo desk lamp with USB-C charging,0
hiking boots,foldable aluminum hiking boots with foldable design,1
hiking boots,lightweight ceramic yoga mat with noise cancelling,0
hiking boots,red aluminum hiking boots with foldable design,1
hiking boots,portable stainless steel wireless headphones with shock absorption,0
laptop stand,compact plastic laptop stand with double-wall insulation,1
laptop stand,black leather bluetooth speaker with double-wall insulation,0
coffee mug,blue aluminum coffee mug with arch support,1
coffee mug,lightweight stainless steel bluetooth speaker with LED dimmer,0
bluetooth speaker,foldable leather bluetooth speaker with adjustable height,1
bluetooth speaker,blue ceramic phone case with adjustable height,0
wireless headphones,blue aluminum wireless headphones with LED dimmer,1
wireless headphones,insulated leather phone case with spill-proof lid,0
wireless headphones,blue aluminum wireless headphones with LED dimmer,1
wireless headphones,wireless silicone running shoes with adjustable height,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,ergonomic silicone coffee mug with LED dimmer,0
running shoes,sleek aluminum running shoes with double-wall insulation,1
running shoes,compact plastic laptop stand with double-wall insulation,0
phone case,ergonomic aluminum phone case with USB-C charging,1
phone case,portable mesh running shoes with quick-dry lining,0
running shoes,green stainless steel running shoes with spill-proof lid,1
running shoes,foldable mesh water bottle with non-slip grip,0
yoga mat,black mesh yoga mat with shock absorption,1
yoga mat,black stainless steel desk lamp with LED dimmer,0
hiking boots,portable bamboo hiking boots with foldable design,1
hiking boots,foldable mesh water bottle with foldable design,0
hiking boots,wireless aluminum hiking boots with non-slip grip,1
hiking boots,lightweight aluminum water bottle with non-slip grip,0
desk lamp,compact bamboo desk lamp with shock absorption,1
desk lamp,lightweight silicone hiking boots with foldable design,0
phone case,compact bamboo phone case with adjustable height,1
phone case,wireless leather desk lamp with USB-C charging,0
laptop stand,lightweight leather laptop stand with shock absorption,1
laptop stand,ergonomic silicone coffee mug with LED dimmer,0
water bottle,lightweight aluminum water bottle with non-slip grip,1
water bottle,black silicone running shoes with LED dimmer,0
coffee mug,portable mesh coffee mug with LED dimmer,1
coffee mug,foldable plastic yoga mat with noise cancelling,0
hiking boots,foldable aluminum hiking boots with foldable design,1
hiking boots,black leather bluetooth speaker with double-wall insulation,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,red mesh desk lamp with quick-dry lining,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,white leather running shoes with magnetic closure,0
phone case,portable stainless steel phone case with shock absorption,1
phone case,ergonomic leather bluetooth speaker with adjustable height,0
water bottle,sleek leather water bottle with magnetic closure,1
water bottle,black silicone running shoes with LED dimmer,0
hiking boots,wireless plastic hiking boots with foldable design,1
hiking boots,sleek leather water bottle with magnetic closure,0
hiking boots,green aluminum hiking boots with USB-C charging,1
hiking boots,portable plastic bluetooth speaker with magnetic closure,0
running shoes,black silicone running shoes with LED dimmer,1
running shoes,insulated leather desk lamp with adjustable height,0
yoga mat,sleek aluminum yoga mat with adjustable height,1
yoga mat,black mesh laptop stand with spill-proof lid,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,green ceramic coffee mug with double-wall insulation,0
phone case,portable stainless steel phone case with shock absorption,1
phone case,wireless stainless steel water bottle with USB-C charging,0
running shoes,blue plastic running shoes with adjustable height,1
running shoes,wireless mesh hiking boots with USB-C charging,0
water bottle,black aluminum water bottle with shock absorption,1
water bottle,black plastic phone case with arch support,0
phone case,red stainless steel phone case with quick-dry lining,1
phone case,blue plastic running shoes with adjustable height,0
water bottle,blue ceramic water bottle with foldable design,1
water bottle,wireless silicone running shoes with adjustable height,0
water bottle,portable aluminum water bottle with spill-proof lid,1
water bottle,ergonomic leather bluetooth speaker with quick-dry lining,0
bluetooth speaker,ergonomic silicone bluetooth speaker with foldable design,1
bluetooth speaker,green aluminum phone case with arch support,0
yoga mat,foldable ceramic yoga mat with double-wall insulation,1
yoga mat,ergonomic stainless steel laptop stand with non-slip grip,0
laptop stand,lightweight plastic laptop stand with shock absorption,1
laptop stand,white leather hiking boots with USB-C charging,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,black bamboo coffee mug with noise cancelling,0
water bottle,ergonomic silicone water bottle with non-slip grip,1
water bottle,blue silicone hiking boots with LED dimmer,0
wireless headphones,compact mesh wireless headphones with shock absorption,1
wireless headphones,portable silicone water bottle with magnetic closure,0
desk lamp,white silicone desk lamp with noise cancelling,1
desk lamp,ergonomic mesh bluetooth speaker with noise cancelling,0
phone case,green leather phone case with LED dimmer,1
phone case,insulated stainless steel laptop stand with arch support,0
wireless headphones,white leather wireless headphones with USB-C charging,1
wireless headphones,lightweight leather water bottle with noise cancelling,0
running shoes,portable mesh running shoes with quick-dry lining,1
running shoes,green leather phone case with LED dimmer,0
laptop stand,insulated silicone laptop stand with noise cancelling,1
laptop stand,wireless mesh running shoes with LED dimmer,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,portable stainless steel phone case with shock absorption,0
yoga mat,sleek bamboo yoga mat with noise cancelling,1
yoga mat,blue silicone water bottle with spill-proof lid,0
wireless headphones,blue silicone wireless headphones with USB-C charging,1
wireless headphones,blue leather phone case with USB-C charging,0
running shoes,wireless mesh running shoes with LED dimmer,1
running shoes,ergonomic stainless steel laptop stand with non-slip grip,0
wireless headphones,portable stainless steel wireless headphones with shock absorption,1
wireless headphones,green aluminum hiking boots with USB-C charging,0
yoga mat,black mesh yoga mat with shock absorption,1
yoga mat,blue leather bluetooth speaker with magnetic closure,0
wireless headphones,black silicone wireless headphones with magnetic closure,1
wireless headphones,black bamboo coffee mug with arch support,0
running shoes,compact plastic running shoes with shock absorption,1
running shoes,green plastic laptop stand with noise cancelling,0
bluetooth speaker,sleek mesh bluetooth speaker with adjustable height,1
bluetooth speaker,red ceramic hiking boots with non-slip grip,0
water bottle,green ceramic water bottle with magnetic closure,1
water bottle,insulated silicone laptop stand with adjustable height,0
desk lamp,foldable ceramic desk lamp with double-wall insulation,1
desk lamp,ergonomic stainless steel phone case with quick-dry lining,0
hiking boots,blue bamboo hiking boots with foldable design,1
hiking boots,foldable ceramic yoga mat with double-wall insulation,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,ergonomic aluminum laptop stand with spill-proof lid,0
wireless headphones,blue silicone wireless headphones with USB-C charging,1
wireless headphones,red bamboo hiking boots with arch support,0
laptop stand,black aluminum laptop stand with shock absorption,1
laptop stand,red ceramic water bottle with USB-C charging,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,lightweight leather coffee mug with foldable design,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,foldable ceramic hiking boots with non-slip grip,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,black plastic laptop stand with adjustable height,0
wireless headphones,black mesh wireless headphones with quick-dry lining,1
wireless headphones,ergonomic silicone bluetooth speaker with foldable design,0
laptop stand,compact plastic laptop stand with double-wall insulation,1
laptop stand,blue silicone hiking boots with LED dimmer,0
water bottle,lightweight aluminum water bottle with LED dimmer,1
water bottle,green plastic laptop stand with noise cancelling,0
bluetooth speaker,ergonomic leather bluetooth speaker with quick-dry lining,1
bluetooth speaker,blue bamboo hiking boots with foldable design,0
wireless headphones,blue silicone wireless headphones with USB-C charging,1
wireless headphones,foldable stainless steel laptop stand with shock absorption,0
laptop stand,ergonomic stainless steel laptop stand with non-slip grip,1
laptop stand,sleek aluminum yoga mat with adjustable height,0
laptop stand,lightweight leather laptop stand with shock absorption,1
laptop stand,insulated stainless steel yoga mat with magnetic closure,0
yoga mat,compact silicone yoga mat with LED dimmer,1
yoga mat,white bamboo desk lamp with USB-C charging,0
running shoes,red aluminum running shoes with USB-C charging,1
running shoes,blue bamboo desk lamp with noise cancelling,0
water bottle,lightweight mesh water bottle with LED dimmer,1
water bottle,sleek mesh yoga mat with LED dimmer,0
coffee mug,lightweight leather coffee mug with foldable design,1
coffee mug,white bamboo desk lamp with USB-C charging,0
water bottle,red ceramic water bottle with USB-C charging,1
water bottle,red ceramic hiking boots with non-slip grip,0
coffee mug,black bamboo coffee mug with noise cancelling,1
coffee mug,wireless leather wireless headphones with spill-proof lid,0
water bottle,foldable mesh water bottle with quick-dry lining,1
water bottle,green plastic desk lamp with USB-C charging,0
laptop stand,insulated silicone laptop stand with noise cancelling,1
laptop stand,white mesh yoga mat with shock absorption,0
desk lamp,white silicone desk lamp with noise cancelling,1
desk lamp,blue silicone wireless headphones with double-wall insulation,0
running shoes,portable mesh running shoes with quick-dry lining,1
running shoes,green aluminum hiking boots with USB-C charging,0
water bottle,lightweight leather water bottle with noise cancelling,1
water bottle,portable mesh coffee mug with LED dimmer,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,green bamboo running shoes with non-slip grip,0
